miel,9
mien,8
mime,5
mimi,5
mine,5
ming,6
mini,6
mino,5
mire,5
miro,5
mise,5
mita,5
mite,4
mlle,5
moco,3
mode,4
moho,4
mois,6
moka,5
moko,4
mole,5
moly,6
mome,5
mono,4
mons,5
mont,5
moos,6
mord,5
more,4
moro,4
mors,5
mort,5
moto,4
mots,5
moue,5
mous,5
mout,5
muer,7
muet,8
mule,5
muni,7
mure,5
murs,6
musc,6
muse,5
mute,4
nabi,5
nada,5
naga,4
nage,4
naif,7
nain,6
nait,6
naja,5
nana,4
nano,5
nant,5
nard,6
nase,3
nave,4
naze,4
nazi,5
nees,7
nene,5
neon,8
nepe,5
nerf,8
nets,6
neuf,9
neve,5
nids,8
nier,8
nies,7
niet,8
nixe,6
noce,5
noie,5
noir,6
noix,6
nome,5
noms,6
none,5
nope,5
nord,5
nota,5
note,4
noua,6
noue,5
nous,5
nova,6
noye,5
nuee,6
nuer,7
nues,6
nuit,6
nuls,5
obus,11
ocre,7
oeuf,9
ogre,8
oies,8
oing,7
olle,6
omis,10
once,7
onde,6
onze,7
opus,12
orbe,8
oree,8
orge,8
orin,7
orme,7
orne,8
oser,10
oses,9
osez,10
oter,11
ouie,7
ouir,7
oups,8
ours,7
ovin,8
oxer,11
pacs,6
page,4
paie,4
pain,5
pair,5
paix,5
pale,4
pali,4
palu,5
pane,4
pano,5
pans,5
paon,6
papa,4
pape,4
papi,4
papy,5
para,5
parc,5
pare,4
pari,4
parr,5
pars,5
part,5
paru,5
paso,6
pate,3
pati,3
pave,4
paya,5
paye,4
pays,5
pean,8
peau,8
pede,5
pend,6
pene,5
peon,7
pepe,5
perd,6
pere,5
peri,5
perm,6
pers,6
pese,5
peso,6
pete,4
peuh,8
peul,8
peur,7
peut,8
peux,8
peze,5
phot,9
piaf,9
pian,8
pica,6
pico,7
pied,9
pier,8
pieu,8
pige,5
pile,5
pine,5
ping,6
pins,6
pion,7
piot,8
pipa,5
pipe,5
pipi,5
pipo,6
pire,5
pise,5
pita,6
pive,5
plan,8
plat,9
play,9
plet,8
plia,6
plie,5
plis,6
ploc,9
plop,9
plus,7
plut,8
pneu,9
pogo,5
poil,7
pois,6
poix,6
pole,5
poli,5
polo,4
poly,5
pong,7
pont,6
pope,5
porc,5
pore,4
port,5
posa,6
pose,5
post,6
pote,4
pots,5
pouf,7
pouh,7
pour,6
poux,7
pres,7
pret,7
pria,6
prie,5
prin,6
pris,6
prit,6
prix,6
proc,8
prof,8
pros,7
psst,7
pubs,7
puce,5
puer,7
pues,7
puis,7
puni,8
punt,7
pupe,5
pure,5
purs,6
pute,4
quel,9
rabe,4
race,4
rade,4
rafe,4
raff,5
raga,4
rage,4
raia,5
raid,5
raie,4
rail,5
rais,5
raja,5
raki,5
rale,4
rame,4
rami,5
rang,6
rani,6
ranz,7
rapa,4
rape,4
rapt,5
rare,4
rase,3
rate,3
rats,4
rave,4
ravi,5
raye,4
reac,12
real,11
recu,7
reel,10
rein,7
reis,6
relu,7
rend,6
rene,5
reps,6
repu,7
rets,5
reva,6
reve,5
revu,6
rhum,7
rial,10
ride,5
riel,9
rien,8
riez,9
rime,5
rira,6
rire,5
rise,4
rite,4
rive,5
rixe,5
robe,5
rock,8
rocs,7
roda,3
rode,4
rois,6
role,5
rond,6
rose,4
rote,4
roti,5
roto,5
roue,5
rouf,6
roux,6
rude,5
ruee,5
ruer,6
rues,6
rune,5
ruse,4
sacs,6
sado,6
saga,4
sage,4
saie,5
sain,6
sais,6
sait,6
sake,5
saki,4
sale,4
sali,4
sana,4
sang,5
sans,5
sape,4
sara,5
sari,4
sati,3
sauf,8
saur,8
saut,7
saxo,7
scie,6
seau,8
secs,6
secu,7
sein,7
sels,5
seme,6
semi,7
sene,5
sens,6
sent,6
sept,7
